class_name,precision,recall,f1_score,support,accuracy
Class 0,0.9378698224852071,0.9694189602446484,0.9533834586466166,654.0,0.983554376657825
Class 1,0.9746835443037974,0.9840255591054313,0.9793322734499205,313.0,0.996551724137931
Class 2,0.9910007199424046,0.9821619693185872,0.9865615481096578,2803.0,0.980106100795756
