class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.9429872,0.3725354,1.0,0.11745176
Class 1,0.9541119,0.48014048,1.0,0.10858451
Class 2,0.9392265,0.44824997,1.0,0.12941486
Class 3,0.9652189,0.5116012,1.0,0.10070163
Class 4,0.99155337,0.38530102,1.0,0.046174925
