class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.94341284,0.36464903,1.0,0.11339706
Class 1,0.94339293,0.44229922,1.0,0.121103086
Class 2,0.93877107,0.41806176,1.0,0.12252123
Class 3,0.95677733,0.50250065,1.0,0.099624455
Class 4,0.9541261,0.3993713,1.0,0.11753798
Class 5,0.961539,0.5036074,1.0,0.10395987
Class 6,0.9917211,0.35063052,1.0,0.046309568
