class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.93914044,0.44241926,1.0,0.12130303
Class 1,0.9430517,0.34493193,1.0,0.119722664
Class 2,0.9406047,0.3582108,1.0,0.1286807
Class 3,0.9609249,0.56058276,1.0,0.08765513
Class 4,0.97308445,0.51720893,1.0,0.08716784
Class 5,0.99161917,0.41147143,1.0,0.048617493
