,precision,recall,f1-score,support
Class 0,0.7726550079491256,0.7465437788018433,0.759375,651.0
Class 1,0.937037037037037,0.8241042345276873,0.8769497400346621,307.0
Class 2,0.9814570700413041,0.9865724381625441,0.9840081060839685,11320.0
accuracy,0.9697833523375142,0.9697833523375142,0.9697833523375142,0.9697833523375142
macro avg,0.8970497050091556,0.852406817164025,0.8734442820395435,12278.0
weighted avg,0.9692753553846566,0.9697833523375142,0.9694207897101453,12278.0
