class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.94350916,0.36476523,1.0,0.11323898
Class 1,0.943441,0.44277108,1.0,0.12098489
Class 2,0.9387354,0.41750386,1.0,0.12257983
Class 3,0.9569145,0.50445795,1.0,0.09935784
Class 4,0.9541803,0.3976254,1.0,0.11743925
Class 5,0.961569,0.50269157,1.0,0.10396075
Class 6,0.99170333,0.35042277,1.0,0.04639493
