class_name,precision,recall,f1_score,support,accuracy
Class 0,0.7652582159624414,0.7511520737327189,0.7581395348837209,651.0,0.9745886952272357
Class 1,0.8045977011494253,0.7749077490774908,0.7894736842105263,271.0,0.9908779931584949
Class 2,0.900355871886121,0.8241042345276873,0.8605442176870748,307.0,0.9933213878481837
Class 3,0.9762999008741101,0.980541225450267,0.9784159667660074,11049.0,0.9610685779442906
