,Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7
Class 0,74.80798771121351,0.15360983102918588,0.30721966205837176,0.4608294930875576,1.0752688172043012,0.30721966205837176,0.15360983102918588,22.734254992319507
Class 1,3.535353535353535,78.78787878787878,4.040404040404041,0.5050505050505051,1.0101010101010102,0.0,0.0,12.121212121212121
Class 2,2.952029520295203,8.487084870848708,71.58671586715867,1.107011070110701,0.36900369003690037,0.36900369003690037,0.0,15.129151291512915
Class 3,0.8264462809917356,0.0,0.8264462809917356,78.51239669421489,0.0,0.8264462809917356,0.0,19.00826446280992
Class 4,1.858736059479554,0.0,0.0,0.0,81.41263940520446,0.0,0.0,16.728624535315987
Class 5,1.9543973941368076,0.6514657980456027,0.32573289902280134,0.6514657980456027,0.32573289902280134,86.64495114006515,0.0,9.446254071661238
Class 6,3.5294117647058822,0.0,0.5882352941176471,0.0,1.1764705882352942,4.117647058823529,68.82352941176471,21.764705882352942
Class 7,1.0591779224565154,0.24293071615975123,0.2623651734525313,0.14575842969585076,0.4567097463803323,0.1749101156350209,0.08745505781751045,97.57069283840248
