count,mean_ms,std_ms,min_ms,max_ms,median_ms,p25_ms,p75_ms,p90_ms,p95_ms,p99_ms,iqr_ms
384,70.13694817821185,16.207890958506578,28.915882110595703,103.68847846984863,66.06972217559814,55.999577045440674,86.04305982589722,95.31302452087402,96.50944471359253,100.20405530929565,30.043482780456543
