class_name,precision,recall,f1_score,support,accuracy
Apis mellifera,0.9397944199706314,0.9815950920245399,0.9602400600150037,652.0,0.0
Vanessa atalanta,0.971875,0.9810725552050473,0.9764521193092621,317.0,0.0
Harmonia axyridis,0.9938605994944023,0.982506247768654,0.9881508078994614,2801.0,0.0
