class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.9384865,0.4424248,1.0,0.12241243
Class 1,0.9431442,0.34532672,1.0,0.119512126
Class 2,0.94062436,0.35642126,1.0,0.12865345
Class 3,0.9609566,0.5612611,1.0,0.08759558
Class 4,0.97304565,0.51974773,1.0,0.08730204
Class 5,0.9916556,0.41080433,1.0,0.04843881
