class_name,mean_confidence,min_confidence,max_confidence,std_confidence
Class 0,0.9375005,0.3853351,1.0,0.12048903
Class 1,0.9373129,0.3353916,1.0,0.12917769
Class 2,0.92876005,0.38911912,1.0,0.12803869
Class 3,0.95441526,0.506284,1.0,0.11110022
Class 4,0.9614705,0.43776655,1.0,0.09856819
Class 5,0.97472715,0.3299038,1.0,0.088418834
Class 6,0.9617159,0.50372934,1.0,0.106525406
Class 7,0.9905965,0.39048555,1.0,0.050444935
